lat,lng,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Counted_Census_Night_home_P,Lang_spoken_home_Eng_only_P,Australian_citizen_P,Marital_Prop,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,Crime_Rate,Y,day,time,y1,total_positive,total_negative,timing_positive,timing_negative,y,frequency,split
-33.879909999999995,151.210297,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,4,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,-0.23574731133353477
-33.88485,151.201843,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,4,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,-1.6127041049066397
-33.867477,151.206985,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,4,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.8657073771027282
-33.869461,151.206909,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,4,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.017161363834820642
-33.866619,151.207458,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,4,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,1.4174302528598481
-33.8671,151.207001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,1,0,0,0,0,1,1,0,-1,430,0.75,4,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,1.4960408023818506
-33.87748,151.20507800000001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,4,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,-0.042475076207089686
-33.867477,151.206985,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,4,3,19.6863092,1095,183,2.29041096,2.04918033,0.90057833,2,-1.4445034542513855
-33.86882,151.20928999999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,1,0,0,0,0,2,2,430,0.75,4,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,0.19262105853160694
-33.899921,151.187164,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,2,0,1,1,0,2,2,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,0.2106614035805028
-33.866909,151.20773300000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,2,0,0,2,0,1,1,0,2,2,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,1.3021324625156085
-33.891712,151.22486899999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,0,0,0,0,0,0,0,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,-0.08013179118181377
-33.8671,151.207001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,0.6066288615645951
-33.873814,151.213028,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,0.9347591477755788
-33.8671,151.207001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,0.778751389099536
-33.86882,151.20928999999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,1,0,2,2,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,1.6141894134827262
-33.873501,151.17619299999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,1,0,0,1,0,1,0,0,1,0,-1,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,-0.11462150266940216
-33.882351,151.21899399999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,1,0,0,1,0,1,1,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,-0.10333085762543577
-33.884106,151.21043400000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,-0.5606643154458626
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,1.686505031216225
-33.856784999999995,151.21528600000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,1,25.0069203,1095,183,2.29041096,2.04918033,1.14397728,3,-1.427768227715711
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.22190851540951545
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,0,0,0,1,0,0,0,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,-1.4362005505336697
-33.883998999999996,151.21000700000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,1,1,0,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,2.2588102814917197
-33.8671,151.207001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.5811105951514962
-33.874603,151.20636000000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,1,0,1,1,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,-0.4270764320846528
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,1.996354248816153
-33.891712,151.22486899999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,1,0,0,0,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,-0.18290795394433115
-33.891712,151.22486899999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.36253623987056294
-33.875301,151.22378500000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,1,0,-1,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.35084586797432754
-33.883389,151.200806,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,0,0,0,1,0,2,2,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.8477665828831202
-33.879383000000004,151.20639,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,0,0,2,0,0,1,1,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.9402114887880594
-33.859043,151.208588,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,1,1,1,0,0,1,1,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,1.7866848197781946
-33.866619,151.207458,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,0,0,0,0,0,1,1,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,1.4218595933774612
-33.892151,151.200958,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,1,0,0,0,1,1,0,0,1,1,0,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,-1.4811497154870275
-33.891712,151.22486899999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,1,0,0,1,0,1,1,430,0.75,5,2,9.0450872,1095,183,2.29041096,2.04918033,0.41378043,1,0.9071621830993858
-33.867638,151.2146,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,1,2,0,1,2,1,2,1,0,2,2,430,0.75,5,3,21.8141659,1095,183,2.29041096,2.04918033,0.99792017,2,0.4922555462484643
-33.8671,151.207001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,1,1,0,1,0,0,0,0,0,1,1,430,0.75,5,3,21.8141659,1095,183,2.29041096,2.04918033,0.99792017,2,-0.5319957220575555
-33.879494,151.205948,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,3,21.8141659,1095,183,2.29041096,2.04918033,0.99792017,2,-1.150581238368027
-33.87294,151.227097,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,3,21.8141659,1095,183,2.29041096,2.04918033,0.99792017,2,-1.4583582547561775
-33.8671,151.207001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,3,21.8141659,1095,183,2.29041096,2.04918033,0.99792017,2,1.5911985653776866
-33.856784999999995,151.21528600000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,1,1,0,1,1,1,1,1,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,-0.9371874522711848
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,-0.22495973922715126
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,2.2065459644142376
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,2,0,0,1,0,1,0,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,-0.020029785749061904
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,1,2,0,1,1,0,0,2,1,2,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,1.0042186461510565
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,-0.0651266436473201
-33.86882,151.20928999999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,-1.7330894866385915
-33.86882,151.20928999999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,1.3161735970812691
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,1,0,0,1,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,-1.305590594222071
-33.86882,151.20928999999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,5,4,25.5386421,1095,183,2.29041096,2.04918033,1.16830165,3,1.0484305912433007
-33.88496,151.201538,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,0.5631178897339428
-33.890301,151.213333,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,-1.0697970937755947
-33.867477,151.206985,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,-0.17994649412680133
-33.8671,151.207001,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,0.747447408256132
-33.87191,151.206863,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,0.6229883127337851
-33.882591,151.185104,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,1,0,0,2,0,1,1,0,3,3,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,-0.18192723175552683
-33.856784999999995,151.21528600000002,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,1,1,0,1,1,1,1,1,0,1,1,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,0.4079654680444129
-33.919209,151.19186399999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,-0.8532817371467467
-33.919209,151.19186399999998,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,0,0,430,0.75,6,1,37.7759989,1095,183,2.29041096,2.04918033,1.72811701,3,-0.09435112924550226
-33.866997,151.226807,32,2499,953,565,2524,1.2,1926,2,0.95530632,0.5148771,0.55925403,0.56521405,0,0,0,0,0,0,0,0,0,1,1,430,0.75,6,2,19.6863092,1095,183,2.29041096,2.04918033,0.90057833,2,0.8586780301570918
